checklist_key	checklist_scientificName	checklist_datasetKey	backbone_taxonKey	backbone_scientificName	backbone_species	backbone_genus	backbone_family	backbone_order	backbone_class	backbone_phylum	backbone_kingdom	backbone_rank	backbone_speciesKey	backbone_taxonomicStatus	backbone_acceptedKey	backbone_acceptedName	backbone_issues
141266249	Marrubium peregrinum L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3905970	Marrubium peregrinum L.	Marrubium peregrinum	Marrubium	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3905970	ACCEPTED			NULL
141266250	Salvia aethiopis L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2927030	Salvia aethiopis L.	Salvia aethiopis	Salvia	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2927030	ACCEPTED			NULL
141266251	Stachys cretica L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2927296	Stachys cretica L.	Stachys cretica	Stachys	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2927296	ACCEPTED			NULL
141266252	Thymus x citriodorus (Pers.) Schreb.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5607452	Thymus citriodorus (Pers.) Schreb.	Thymus citriodorus	Thymus	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5607452	ACCEPTED			NULL
141266253	Satureja montana L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2926884	Satureja montana L.	Satureja montana	Satureja	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2926884	ACCEPTED			NULL
141266254	Lycopus exaltatus L. f.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5605751	Lycopus exaltatus L.f.	Lycopus exaltatus	Lycopus	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5605751	ACCEPTED			NULL
141266255	Callicarpa bodinieri H. Lév.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7309012	Callicarpa bodinieri H.Lév.	Callicarpa bodinieri	Callicarpa	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7309012	ACCEPTED			NULL
141266256	Phlomis russeliana (Sims) Benth.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3886505	Phlomis russeliana Lag. ex Benth.	Phlomis russeliana	Phlomis	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3886505	ACCEPTED			NULL
141266257	Clinopodium grandiflorum (L.) O. Kuntze	9ff7d317-609b-4c08-bd86-3bc404b77c42	7437438	Clinopodium grandiflorum (L.) Kuntze	Drymosiphon grandiflorus	Drymosiphon	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	9269392	SYNONYM	9269392	Drymosiphon grandiflorus (L.) Melnikov	NULL
141266258	Satureja hortensis L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2926885	Satureja hortensis L.	Satureja hortensis	Satureja	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2926885	ACCEPTED			NULL
141266259	Teucrium hircanicum L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3896282	Teucrium hircanicum L.	Teucrium hircanicum	Teucrium	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3896282	ACCEPTED			NULL
141266260	Dracocephalum parviflorum Nutt.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2927220	Dracocephalum parviflorum Nutt.	Dracocephalum parviflorum	Dracocephalum	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2927220	ACCEPTED			NULL
141266261	Lavandula dentata L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7307829	Lavandula dentata L.	Lavandula dentata	Lavandula	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7307829	ACCEPTED			NULL
141266262	Scutellaria altissima L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5341373	Scutellaria altissima L.	Scutellaria altissima	Scutellaria	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5341373	ACCEPTED			NULL
141266263	Clinopodium menthifolium (Host) Stace	9ff7d317-609b-4c08-bd86-3bc404b77c42	3883897	Clinopodium menthifolium (Host) Stace	Clinopodium menthifolium	Clinopodium	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3883897	ACCEPTED			ORIGINAL_NAME_DERIVED
141266264	Nepeta x faassenii Bergm. ex Stearn	9ff7d317-609b-4c08-bd86-3bc404b77c42	7350989	Nepeta faassenii Bergmans ex Stearn	Nepeta faassenii	Nepeta	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7350989	ACCEPTED			NULL
141266265	Thymus pannonicus All.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5341447	Thymus pannonicus All.	Thymus pulegioides	Thymus	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5341443	SYNONYM	5605749	Thymus pulegioides subsp. pannonicus (All.) Kerguélen	NULL
141266266	Lavandula stoechas L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2927303	Lavandula stoechas L.	Lavandula stoechas	Lavandula	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2927303	ACCEPTED			NULL
141266267	Lamium garganicum L. subsp. garganicum	9ff7d317-609b-4c08-bd86-3bc404b77c42	7308043	Lamium garganicum subsp. garganicum	Lamium garganicum	Lamium	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	7308042	ACCEPTED			NULL
141266268	Lallemantia iberica (Bieb.) Fisch. & C.A. Mey.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5608183	Lallemantia iberica Fisch. & C.A.Mey.	Lallemantia iberica	Lallemantia	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5608183	ACCEPTED			NULL
141266269	Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud	9ff7d317-609b-4c08-bd86-3bc404b77c42	6411098	Lamium galeobdolon subsp. argentatum (Smejkal) J.Duvign.	Lamium galeobdolon	Lamium	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	2927324	ACCEPTED			NAME_PARENT_MISMATCH
141266270	Melissa officinalis L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5341501	Melissa officinalis L.	Melissa officinalis	Melissa	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5341501	ACCEPTED			NULL
141266271	Dracocephalum moldavica L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2927222	Dracocephalum moldavica L.	Dracocephalum moldavica	Dracocephalum	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2927222	ACCEPTED			NULL
141266272	Salvia nemorosa L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2927028	Salvia nemorosa L.	Salvia nemorosa	Salvia	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2927028	ACCEPTED			NULL
141266273	Salvia sclarea L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2927000	Salvia sclarea L.	Salvia sclarea	Salvia	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2927000	ACCEPTED			NULL
141266274	Clinopodium nepeta Kuntze subsp. nepeta	9ff7d317-609b-4c08-bd86-3bc404b77c42	7096205	Clinopodium nepeta subsp. nepeta	Clinopodium nepeta	Clinopodium	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	8916040	ACCEPTED			NULL
141266275	Salvia lavandulifolia Vahl subsp. gallica Lippert	9ff7d317-609b-4c08-bd86-3bc404b77c42	3898065	Salvia lavandulifolia subsp. gallica W.Lippert	Salvia officinalis	Salvia	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	2927004	SYNONYM	6411218	Salvia officinalis subsp. gallica (W.Lippert) Reales, D.Rivera & Obón	NULL
141266276	Lavandula angustifolia Mill.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2927305	Lavandula angustifolia Mill.	Lavandula angustifolia	Lavandula	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2927305	ACCEPTED			NULL
141266277	Clerodendrum bungei Steud.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2925351	Clerodendrum bungei Steud.	Clerodendrum bungei	Clerodendrum	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2925351	ACCEPTED			NULL
141266278	Mentha x smithiana R.A. Graham	9ff7d317-609b-4c08-bd86-3bc404b77c42	2927185	Mentha smithiana R.A.Graham	Mentha wirtgeniana	Mentha	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3893979	SYNONYM	3893979	Mentha wirtgeniana F.W.Schultz	NULL
141266279	Clerodendrum trichotomum Thunb.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2925366	Clerodendrum trichotomum Thunb.	Clerodendrum trichotomum	Clerodendrum	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2925366	ACCEPTED			NULL
141266280	Mentha cervina L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3902360	Mentha cervina L.	Mentha cervina	Mentha	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3902360	ACCEPTED			NULL
141266281	Rosmarinus officinalis L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2926634	Rosmarinus officinalis L.	Salvia rosmarinus	Salvia	Lamiaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3889108	SYNONYM	3889108	Salvia rosmarinus Schleiden	NULL
141266283	Acer palmatum Thunb.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3189882	Acer palmatum Thunb.	Acer palmatum	Acer	Sapindaceae	Sapindales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7912328	SYNONYM	7912328	Acer palmatum C.P.Thunberg ex A.Murray	CONFLICTING_BASIONYM_COMBINATION
141266284	Acer cappadocicum Gled.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7262908	Acer cappadocicum Gleditsch	Acer cappadocicum	Acer	Sapindaceae	Sapindales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7262908	ACCEPTED			NULL
141266285	Acer saccharinum L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3189837	Acer saccharinum L.	Acer saccharinum	Acer	Sapindaceae	Sapindales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3189837	ACCEPTED			NULL
141266286	Acer monspessulanum L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7262958	Acer monspessulanum L.	Acer monspessulanum	Acer	Sapindaceae	Sapindales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7262958	ACCEPTED			NULL
141266287	Acer cissifolium (Siebold & Zucc.) K. Koch	9ff7d317-609b-4c08-bd86-3bc404b77c42	3768287	Acer cissifolium K.Koch	Acer cissifolium	Acer	Sapindaceae	Sapindales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3768287	DOUBTFUL			ORTHOGRAPHIC_VARIANT
141266288	Acer japonicum Thunb.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3767816	Acer japonicum Thunb.	Acer japonicum	Acer	Sapindaceae	Sapindales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	8010851	HETEROTYPIC_SYNONYM	8010851	Acer japonicum C.P.Thunberg ex A.Murray	NULL
141266289	Aesculus pavia L. (incl. var. discolor (Pursh) Torr. & A. Gray)	9ff7d317-609b-4c08-bd86-3bc404b77c42															
141266290	Acer tataricum L. subsp. ginnala (Maxim.) Wesm.	9ff7d317-609b-4c08-bd86-3bc404b77c42	4925890	Acer tataricum subsp. ginnala (Maxim.) Wesmael	Acer tataricum	Acer	Sapindaceae	Sapindales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	3189843	ACCEPTED			ORIGINAL_NAME_DERIVED,NAME_PARENT_MISMATCH
141266291	Aesculus parviflora Walter	9ff7d317-609b-4c08-bd86-3bc404b77c42	3189828	Aesculus parviflora Walter	Aesculus parviflora	Aesculus	Sapindaceae	Sapindales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3189828	ACCEPTED			NULL
141266292	Aesculus indica (Wallich ex Cambess.) Hook.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7323143	Aesculus indica (Wall. ex Jacquem.) Hook.f.	Aesculus indica	Aesculus	Sapindaceae	Sapindales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7323143	ACCEPTED			NULL
141266293	Cardiospermum grandiflorum Swartz	9ff7d317-609b-4c08-bd86-3bc404b77c42	3189935	Cardiospermum grandiflorum Sw.	Cardiospermum grandiflorum	Cardiospermum	Sapindaceae	Sapindales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3189935	ACCEPTED			NULL
141266294	Cardiospermum halicacabum L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3189939	Cardiospermum halicacabum L.	Cardiospermum halicacabum	Cardiospermum	Sapindaceae	Sapindales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3189939	ACCEPTED			NULL
141266295	Acer rufinerve Siebold & Zucc.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7263145	Acer rufinerve Siebold & Zucc.	Acer rufinerve	Acer	Sapindaceae	Sapindales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7263145	ACCEPTED			NULL
141266296	Acer rubrum L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3189883	Acer rubrum L.	Acer rubrum	Acer	Sapindaceae	Sapindales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3189883	ACCEPTED			NULL
141266297	Aesculus hippocastanum L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3189815	Aesculus hippocastanum L.	Aesculus hippocastanum	Aesculus	Sapindaceae	Sapindales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3189815	ACCEPTED			NULL
141266298	Acer negundo L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3189866	Acer negundo L.	Acer negundo	Acer	Sapindaceae	Sapindales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3189866	ACCEPTED			NULL
141266300	Cheilanthes viridis (Forssk.) Prantl var. macrophylla (Kunze) Sim	9ff7d317-609b-4c08-bd86-3bc404b77c42															
141266301	Anogramma chaerophylla (Desv.) Link	9ff7d317-609b-4c08-bd86-3bc404b77c42	5566061	Anogramma chaerophylla (Desv.) Link	Anogramma chaerophylla	Anogramma	Pteridaceae	Polypodiales	Polypodiopsida	Tracheophyta	Plantae	SPECIES	5566061	ACCEPTED			NULL
141266302	Pteris vittata L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5275398	Pteris vittata L.	Pteris vittata	Pteris	Pteridaceae	Polypodiales	Polypodiopsida	Tracheophyta	Plantae	SPECIES	5275398	ACCEPTED			NULL
141266303	Pteris multifida Poiret	9ff7d317-609b-4c08-bd86-3bc404b77c42	5275415	Pteris multifida Poir.	Pteris multifida	Pteris	Pteridaceae	Polypodiales	Polypodiopsida	Tracheophyta	Plantae	SPECIES	5275415	ACCEPTED			NULL
141266304	Adiantum aleuticum (Rupr.) C.A. Paris	9ff7d317-609b-4c08-bd86-3bc404b77c42	2651843	Adiantum aleuticum (Rupr.) C.A.Paris	Adiantum aleuticum	Adiantum	Pteridaceae	Polypodiales	Polypodiopsida	Tracheophyta	Plantae	SPECIES	2651843	ACCEPTED			ORIGINAL_NAME_DERIVED
141266305	Adiantum raddianum C. Presl	9ff7d317-609b-4c08-bd86-3bc404b77c42	2651826	Adiantum raddianum C.Presl	Adiantum raddianum	Adiantum	Pteridaceae	Polypodiales	Polypodiopsida	Tracheophyta	Plantae	SPECIES	2651826	ACCEPTED			NULL
141266306	Pteris cretica L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5275404	Pteris cretica L.	Pteris cretica	Pteris	Pteridaceae	Polypodiales	Polypodiopsida	Tracheophyta	Plantae	SPECIES	5275404	ACCEPTED			NULL
141266307	Adiantum capillus-veneris L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2651816	Adiantum capillus-veneris L.	Adiantum capillus-veneris	Adiantum	Pteridaceae	Polypodiales	Polypodiopsida	Tracheophyta	Plantae	SPECIES	2651816	ACCEPTED			NULL
141266309	Rhus x pulvinata E. Greene	9ff7d317-609b-4c08-bd86-3bc404b77c42	3190551	Rhus pulvinata Greene	Rhus pulvinata	Rhus	Anacardiaceae	Sapindales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3190551	ACCEPTED			NULL
141266310	Rhus typhina L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3190538	Rhus typhina L.	Rhus typhina	Rhus	Anacardiaceae	Sapindales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3190538	ACCEPTED			NULL
141266311	Cotinus coggygria Scop.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3190522	Cotinus coggygria Scop.	Cotinus coggygria	Cotinus	Anacardiaceae	Sapindales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3190522	ACCEPTED			NULL
141266313	Mesembryanthemum cordifolium L.f.	9ff7d317-609b-4c08-bd86-3bc404b77c42	8185812	Mesembryanthemum cordifolium L.f.	Mesembryanthemum cordifolium	Mesembryanthemum	Aizoaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	8185812	ACCEPTED			NULL
141266314	Delosperma cooperi (Hook.f.) L. Bolus	9ff7d317-609b-4c08-bd86-3bc404b77c42	9376410	Delosperma cooperi L.Bolus	Delosperma cooperi	Delosperma	Aizoaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	9376410	ACCEPTED			NULL
141266315	Mesembryanthemum crystallinum L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3084839	Mesembryanthemum crystallinum L.	Mesembryanthemum crystallinum	Mesembryanthemum	Aizoaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3084839	ACCEPTED			NULL
141266316	Tetragonia tetragonioides (Pallas) O. Kuntze	9ff7d317-609b-4c08-bd86-3bc404b77c42	5384307	Tetragonia tetragonioides (Pall.) Kuntze	Tetragonia tetragonioides	Tetragonia	Aizoaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5384307	ACCEPTED			NULL
141266317	Sesuvium portulacastrum (L.) L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3084883	Sesuvium portulacastrum L.	Sesuvium portulacastrum	Sesuvium	Aizoaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3084883	ACCEPTED			NULL
141266318	Mesembryanthemum nodiflorum L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3084837	Mesembryanthemum nodiflorum L.	Mesembryanthemum nodiflorum	Mesembryanthemum	Aizoaceae	Caryophyllales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3084837	ACCEPTED			NULL
141266320	Oxalis corniculata L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	8427624	Oxalis corniculata L.	Oxalis corniculata	Oxalis	Oxalidaceae	Oxalidales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	8427624	ACCEPTED			NULL
141266321	Oxalis articulata Savigny	9ff7d317-609b-4c08-bd86-3bc404b77c42	2891664	Oxalis articulata Savign.	Oxalis articulata	Oxalis	Oxalidaceae	Oxalidales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2891664	ACCEPTED			NULL
141266322	Oxalis latifolia Kunth	9ff7d317-609b-4c08-bd86-3bc404b77c42	2891755	Oxalis latifolia Kunth	Oxalis latifolia	Oxalis	Oxalidaceae	Oxalidales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2891755	ACCEPTED			NULL
141266323	Oxalis stricta L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2891666	Oxalis stricta L.	Oxalis dillenii	Oxalis	Oxalidaceae	Oxalidales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2891677	SYNONYM	2891677	Oxalis dillenii Jacq.	NULL
141266324	Oxalis x uittienii J. Jansen	9ff7d317-609b-4c08-bd86-3bc404b77c42	3627235	Oxalis ×uittienii J.Jansen	Oxalis uittienii	Oxalis	Oxalidaceae	Oxalidales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3627235	DOUBTFUL			NULL
141266325	Oxalis tetraphylla Cav.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7560711	Oxalis tetraphylla Cav.	Oxalis tetraphylla	Oxalis	Oxalidaceae	Oxalidales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7560711	ACCEPTED			NULL
141266326	Oxalis dillenii Jacq.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2891677	Oxalis dillenii Jacq.	Oxalis dillenii	Oxalis	Oxalidaceae	Oxalidales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2891677	ACCEPTED			NULL
141266327	Oxalis debilis Humb., Bonpl. & Kunth	9ff7d317-609b-4c08-bd86-3bc404b77c42	2891707	Oxalis debilis Kunth	Oxalis debilis	Oxalis	Oxalidaceae	Oxalidales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2891707	ACCEPTED			NULL
141266328	Oxalis triangularis St. Hilaire	9ff7d317-609b-4c08-bd86-3bc404b77c42	7156971	Oxalis triangularis A.St.-Hil.	Oxalis triangularis	Oxalis	Oxalidaceae	Oxalidales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7156971	ACCEPTED			NULL
141266330	Symphytum grandiflorum DC.	9ff7d317-609b-4c08-bd86-3bc404b77c42	4067302	Symphytum grandiflorum DC.	Symphytum grandiflorum	Symphytum	Boraginaceae	Boraginales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	4067302	ACCEPTED			NULL
141266331	Lappula marginata (Bieb.) Gürke	9ff7d317-609b-4c08-bd86-3bc404b77c42	2925754	Lappula marginata Gürke	Lappula marginata	Lappula	Boraginaceae	Boraginales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2925754	ACCEPTED			NULL
141266332	Cerinthe minor L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7294722	Cerinthe minor L.	Cerinthe minor	Cerinthe	Boraginaceae	Boraginales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7294722	ACCEPTED			NULL
141266333	Borago officinalis L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2926110	Borago officinalis L.	Borago officinalis	Borago	Boraginaceae	Boraginales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2926110	ACCEPTED			NULL
141266334	Nonea pulla (L.) DC.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7294644	Nonea pulla DC.	Nonea pulla	Nonea	Boraginaceae	Boraginales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7294644	ACCEPTED			NULL
141266336	Phacelia purshii Buckl.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2928153	Phacelia purshii Buckley	Phacelia purshii	Phacelia	Hydrophyllaceae	Boraginales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2928153	ACCEPTED			NULL
141266337	Trachystemon orientalis (L.) G. Don f.	9ff7d317-609b-4c08-bd86-3bc404b77c42	4063372	Trachystemon orientalis (L.) G.Don	Trachystemon orientalis	Trachystemon	Boraginaceae	Boraginales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	4063372	DOUBTFUL			ORTHOGRAPHIC_VARIANT
141266338	Nemophila maculata Benth. ex Lindl.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2928034	Nemophila maculata Benth. ex Lindl.	Nemophila maculata	Nemophila	Hydrophyllaceae	Boraginales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2928034	ACCEPTED			NULL
141266339	Cynoglossum clandestinum Desf.	9ff7d317-609b-4c08-bd86-3bc404b77c42	4064572	Cynoglossum clandestinum Desf.	Cynoglossum clandestinum	Cynoglossum	Boraginaceae	Boraginales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	4064572	ACCEPTED			NULL
141266340	Symphytum caucasicum M. Bieb.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7989836	Symphytum caucasicum M.Bieb.	Symphytum caucasicum	Symphytum	Boraginaceae	Boraginales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7989836	ACCEPTED			NULL
141266341	Pulmonaria longifolia (Bast.) Boreau	9ff7d317-609b-4c08-bd86-3bc404b77c42	7294681	Pulmonaria longifolia Bast. ex Boreau	Pulmonaria longifolia	Pulmonaria	Boraginaceae	Boraginales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7294681	ACCEPTED			NULL
141266342	Pulmonaria mollis Wulfen ex Hornem.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7958783	Pulmonaria mollis Hornem.	Pulmonaria mollis	Pulmonaria	Boraginaceae	Boraginales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7958783	ACCEPTED			NULL
141266343	Cynoglossum amabile Stapf & J.R.Drumm.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2925816	Cynoglossum amabile Stapf & Drummond	Cynoglossum amabile	Cynoglossum	Boraginaceae	Boraginales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2925816	ACCEPTED			NULL
141266344	Amsinckia retrorsa Suksd.	9ff7d317-609b-4c08-bd86-3bc404b77c42	4067952	Amsinckia retrorsa Suksd.	Amsinckia menziesii	Amsinckia	Boraginaceae	Boraginales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2925870	SYNONYM	2925870	Amsinckia menziesii (Lehm.) A.Nels.Macbr.	NULL
141266345	Anchusa procera Besser	9ff7d317-609b-4c08-bd86-3bc404b77c42	8227753	Anchusa procera Besser	Anchusa procera	Anchusa	Boraginaceae	Boraginales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	8227753	DOUBTFUL			ORTHOGRAPHIC_VARIANT
141266346	Amsinckia micrantha Suksd.	9ff7d317-609b-4c08-bd86-3bc404b77c42	4058401	Amsinckia micrantha Suksdorf	Amsinckia menziesii	Amsinckia	Boraginaceae	Boraginales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2925870	SYNONYM	2925870	Amsinckia menziesii (Lehm.) A.Nels.Macbr.	NULL
141266347	Pentaglottis sempervirens (L.) Tausch ex L.H. Bailey	9ff7d317-609b-4c08-bd86-3bc404b77c42	2926130	Pentaglottis sempervirens (L.) L.H.Bailey	Pentaglottis sempervirens	Pentaglottis	Boraginaceae	Boraginales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2926130	ACCEPTED			ORIGINAL_NAME_DERIVED
141266348	Anchusa officinalis L. subsp. officinalis	9ff7d317-609b-4c08-bd86-3bc404b77c42	7295374	Anchusa officinalis subsp. officinalis	Anchusa officinalis	Anchusa	Boraginaceae	Boraginales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	5341201	ACCEPTED			NULL
141266349	Symphytum asperum Lepechin s.l.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2926066	Symphytum asperum Lepech.	Symphytum asperum	Symphytum	Boraginaceae	Boraginales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2926066	ACCEPTED			NULL
141266350	Myosotis alpestris F.W. Schmidt	9ff7d317-609b-4c08-bd86-3bc404b77c42	5341187	Myosotis alpestris F.W.Schmidt	Myosotis alpestris	Myosotis	Boraginaceae	Boraginales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5341187	ACCEPTED			NULL
